pl_name,hostname,ra,dec,discoverymethod,disc_facility,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_eqt,pl_trandep,pl_trandur,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_spectype
"Kepler-931 b","Kepler-931",297.1326937,42.7682885,"Transit","Kepler",2016,1.33000000,2.33000000,8.03755877000,0.0719000000,0.000000,5.440000,744.00,0.02865000,2.7866000,86.29000,5241.00,0.810000,0.860000,-0.0100,4.550000,-0.35000,
"Kepler-932 b","Kepler-932",296.9520797,43.2720233,"Transit","Kepler",2016,1.37000000,2.45000000,1.92143739600,0.0287600000,0.000000,5.240000,1276.00,0.02787000,1.7519000,74.86000,5331.00,0.840000,0.870000,-0.0100,4.540000,-0.32176,
"Kepler-940 b","Kepler-940",294.2413053,47.2759642,"Transit","Kepler",2016,3.34000000,11.10000000,59.62252570000,0.3059000000,0.000000,1.640000,486.00,0.09934000,6.4250000,88.63000,5769.00,0.960000,0.970000,-0.0800,4.470000,-0.05668,
"Kepler-948 b","Kepler-948",293.3002774,41.5233244,"Transit","Kepler",2016,1.85000000,4.08000000,7.76846622000,0.0749000000,0.000000,3.540000,841.00,0.02178000,4.3850000,88.68000,5679.00,0.940000,0.960000,-0.0200,4.470000,-0.10938,
"Kepler-949 c","Kepler-949",298.6079128,46.4536600,"Transit","Kepler",2023,2.97000000,9.11000000,20.99757968000,0.1394000000,0.000000,1.910000,582.00,0.11318000,2.4540000,89.76000,5211.00,0.895000,0.817000,0.0800,4.447000,-0.44164,
"Kepler-965 b","Kepler-965",298.5153169,41.8912305,"Transit","Kepler",2016,3.38000000,11.40000000,134.25272980000,0.5099800000,0.000000,1.620000,393.00,0.08321000,9.1050000,90.00000,5886.00,1.150000,1.050000,0.0300,4.330000,0.14794,
"Kepler-966 b","Kepler-966",297.2705760,50.1218365,"Transit","Kepler",2016,4.13000000,16.00000000,99.74762200000,0.3907000000,0.000000,1.250000,391.00,0.12870000,6.7440000,89.32000,5840.00,1.020000,1.020000,0.0400,4.430000,0.23291,
"Kepler-967 b","Kepler-967",286.5580128,38.4052418,"Transit","Kepler",2016,2.35000000,6.12000000,13.22713379000,0.1027000000,0.000000,2.590000,638.00,0.08860000,3.2928000,89.98000,5178.00,0.800000,0.840000,-0.0300,4.560000,-0.71759,
"Kepler-968 c","Kepler-968",285.6025889,50.1120401,"Transit","Kepler",2016,1.69000000,3.50000000,5.70940491800,0.0520000000,0.000000,3.980000,644.00,0.06116000,1.5769000,87.70000,4598.00,0.700000,0.760000,0.1300,4.630000,-0.76260,
"Kepler-969 b","Kepler-969",288.3724989,47.9335642,"Transit","Kepler",2016,2.07000000,4.94000000,34.17317140000,0.1972600000,0.000000,3.060000,465.00,0.06309000,4.4751000,88.63000,5214.00,0.820000,0.920000,0.2200,4.570000,-0.38876,
"Kepler-969 c","Kepler-969",288.3724989,47.9335642,"Transit","Kepler",2016,0.99000000,0.93700000,1.68293460400,0.0265000000,0.000000,5.310000,1270.00,0.01462000,1.8737000,82.42000,5214.00,0.820000,0.920000,0.2200,4.570000,-0.38876,
"Kepler-972 b","Kepler-972",295.8286790,43.4254371,"Transit","Kepler",2016,4.65000000,19.50000000,7.03932553000,0.0734000000,0.000000,1.070000,1060.00,0.09005000,3.4480000,81.05000,6146.00,1.220000,1.150000,0.0400,4.330000,0.19129,
"Kepler-977 b","Kepler-977",291.5161959,42.2480736,"Transit","Kepler",2016,2.62000000,7.37000000,26.85328322000,0.1620000000,0.000000,2.250000,544.00,0.10036000,4.5063000,89.99000,5315.00,0.830000,0.870000,-0.0100,4.550000,-0.47627,
"Kepler-980 b","Kepler-980",294.6129869,45.0601740,"Transit","Kepler",2016,2.67000000,7.61000000,11.55102504000,0.0999300000,0.000000,2.200000,845.00,0.04028000,3.7140000,88.79000,5935.00,1.060000,1.050000,0.0100,4.410000,0.26180,
"Kepler-983 b","Kepler-983",285.1042243,45.0080745,"Transit","Kepler",2016,2.36000000,6.17000000,60.08550820000,0.3148000000,0.000000,2.580000,485.00,0.04322000,6.9290000,88.93000,6052.00,1.080000,1.130000,0.1200,4.420000,0.15000,
"Kepler-988 b","Kepler-988",290.7082585,42.2372245,"Transit","Kepler",2016,2.07000000,4.94000000,17.76080053000,0.1085000000,0.000000,3.060000,368.00,0.12872000,1.6860000,89.46000,4005.00,0.530000,0.550000,-0.3200,4.730000,-1.04739,
"Kepler-989 b","Kepler-989",281.5827983,47.2334674,"Transit","Kepler",2016,2.21000000,5.52000000,7.96431535200,0.0734000000,0.000000,2.810000,805.00,0.07460000,1.4980000,89.73000,5074.00,0.780000,0.820000,0.0100,4.580000,-0.42689,
"Kepler-998 b","Kepler-998",296.7541629,49.2087085,"Transit","Kepler",2016,2.32000000,5.99000000,5.65377733000,0.0626000000,0.000000,2.640000,1020.00,0.03668000,1.9612000,88.77000,6058.00,1.180000,1.120000,0.0700,4.340000,0.19290,
"Kepler-999 b","Kepler-999",299.6604865,46.1984679,"Transit","Kepler",2016,2.34000000,6.08000000,5.99185701700,0.0691800000,0.000000,2.610000,1355.00,0.01843000,1.6220000,85.77000,6237.00,1.650000,1.290000,0.0500,4.110000,0.53810,
"L 363-38 b","L 363-38",10.8555443,-41.2952926,"Radial Velocity","Paranal Observatory",2023,2.00000000,4.67000000,8.78100000000,0.0480000000,,3.210000,330.00,,,,3129.00,0.274000,0.210000,,4.970000,-1.88606,
"LHS 1678 c","LHS 1678",68.1789866,-39.7908744,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,0.94100000,1.40000000,3.69428400000,0.0327000000,0.039000,10.600000,510.90,0.08328226,1.2300000,88.82000,3490.00,0.329000,0.345000,,4.890440,-1.83863,"M2.0 V"
"LHS 1815 b","LHS 1815",91.0899861,-55.3115376,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2020,1.08800000,1.58000000,3.81433400000,0.0404000000,0.000000,6.700000,617.00,0.04577909,1.3793952,88.12500,3643.00,0.501000,0.502000,-0.1200,4.770000,-1.38722,"M1"
"Lupus-TR-3 b","Lupus-TR-3",232.5774696,-42.9799461,"Transit","Multiple Observatories",2007,9.97600000,257.43100000,3.91405000000,0.0464000000,0.000000,1.400000,1013.56,,,88.30000,5000.00,0.820000,0.870000,,4.500000,-1.46393,
"MASCARA-1 b","MASCARA-1",317.5515264,10.7388967,"Transit","Multiple Observatories",2017,17.90074218,1175.97100000,2.14877381000,0.0403520000,0.000340,1.500000,2594.30,0.62160000,4.2260000,88.45000,7490.00,2.082000,1.900000,0.1500,4.105000,1.08279,"A8"
"MOA-2007-BLG-400L b","MOA-2007-BLG-400L",272.4249167,-29.2241528,"Microlensing","MOA",2008,13.50000000,540.30829190,,5.9000000000,,1.210000,34.00,,,,,,0.690000,,,,
"MOA-2009-BLG-266L b","MOA-2009-BLG-266L",267.0081250,-35.0054111,"Microlensing","MOA",2011,3.21000000,10.40000000,2800.00000000000,3.2000000000,,1.730000,,,,,,,0.560000,,,,
"MOA-2015-BLG-337L b","MOA-2015-BLG-337L",271.9487000,-28.1702785,"Microlensing","MOA",2018,6.42000000,33.70000000,,0.2400000000,,0.700000,,,,,,,0.009400,,,,
"MOA-2016-BLG-319L b","MOA-2016-BLG-319L",268.7422180,-29.7504635,"Microlensing","MOA",2018,14.10000000,200.00000000,,0.9500000000,,0.392000,,,,,,,0.150000,,,,
"MOA-2016-BLG-526L b","MOA-2016-BLG-526L",266.6682917,-34.3860806,"Microlensing","MOA",2024,3.97000000,14.93793513,,2.0700000000,,1.310000,,,,,,,0.370000,,,,
"MOA-2022-BLG-249L b","MOA-2022-BLG-249L",268.8655417,-28.3060611,"Microlensing","MOA",2023,2.04000000,4.83000000,,1.6300000000,,3.130000,,,,,,,0.180000,,,,
"MWC 758 c","MWC 758",82.6147199,25.3324076,"Imaging","Large Binocular Telescope Observatory",2023,,,,100.0000000000,,,500.00,,,,7314.00,2.014460,1.500000,,4.048550,1.01963,"A8Ve"
"NGC 2682 Sand 1429 b","NGC 2682 Sand 1429",133.0147781,11.6899626,"Radial Velocity","Multiple Observatories",2024,13.40000000,572.09113260,77.48000000000,0.3840000000,0.000000,1.310000,683.00,,,,6000.00,2.130000,1.260000,-0.0130,4.010000,0.73989,"F9.5 V"
"NGC 2682 YBP 401 b","NGC 2682 YBP 401",132.8293081,11.6710271,"Radial Velocity","La Silla Observatory",2016,14.30000000,146.20180000,4.08700000000,,0.150000,0.275000,,,,,6165.00,1.215821,1.140000,-0.0460,4.300000,0.28942,"F9 V"
"NGTS-16 b","NGTS-16",58.2639299,-30.8046405,"Transit","Next-Generation Transit Survey (NGTS)",2021,14.57167491,211.99154747,4.84532000000,0.0523000000,0.000000,0.380000,1177.00,,3.0610000,,5550.00,1.213000,1.002000,0.3500,4.350000,0.11732,"G7 V"
"NGTS-17 b","NGTS-17",72.9005729,-34.2262128,"Transit","Next-Generation Transit Survey (NGTS)",2021,13.89913607,242.82090295,3.24253000000,0.0391000000,0.000000,0.500000,1457.00,0.80330221,3.3910000,,5650.00,1.337000,1.025000,0.1500,4.000000,0.24120,"G4 V"
"NGTS-4 b","NGTS-4",89.5988945,-30.8117992,"Transit","Next-Generation Transit Survey (NGTS)",2019,3.18000000,20.60000000,1.33735080000,0.0190000000,0.000000,3.450000,1650.00,0.12266761,1.8000000,82.50000,5143.00,0.840000,0.750000,-0.2800,4.500000,-0.35330,
"NGTS-5 b","NGTS-5",221.0582692,5.6053735,"Transit","Next-Generation Transit Survey (NGTS)",2019,12.73342400,72.78307000,3.35698660000,0.0382000000,0.000000,0.194000,952.00,2.62400000,2.2100000,86.60000,4987.00,0.739000,0.661000,0.1200,4.520000,-0.51087,"K2 V"
"NY Vir b","NY Vir",204.7005847,-2.0303873,"Eclipse Timing Variations","Multiple Observatories",2011,13.30000000,730.97800000,3160.00000000000,3.3000000000,0.150000,1.710000,338.12,,,,32780.00,0.151000,0.459000,,5.741930,1.37508,
"NY Vir c","NY Vir",204.7005847,-2.0303873,"Eclipse Timing Variations","Winer Observatory",2019,12.80000000,1760.77820000,8799.00000000000,,0.150000,4.610000,,,,,32780.00,0.151000,0.459000,,5.741930,1.37508,
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",268.5799580,-30.3773056,"Microlensing","OGLE",2005,2.21000000,5.50000000,3285.00000000000,2.6000000000,,2.800000,50.00,,,,,,0.220000,,,,
"OGLE-2011-BLG-0173L b","OGLE-2011-BLG-0173L",269.3157350,-28.2338619,"Microlensing","OGLE",2018,9.01000000,60.00000000,,8.0000000000,,0.451000,,,,,,,0.410000,,,,
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",265.6948750,-24.2610000,"Microlensing","OGLE",2013,13.40000000,588.00000000,,0.8700000000,,1.340000,,,,,,,0.022000,,,,
"OGLE-2013-BLG-0102L b","OGLE-2013-BLG-0102L",268.0295000,-31.6905833,"Microlensing","OGLE",2014,12.30000000,4100.00000000,,0.8000000000,,12.100000,,,,,,,0.096000,,,,
"OGLE-2013-BLG-1721L b","OGLE-2013-BLG-1721L",268.1265560,-30.2926941,"Microlensing","OGLE",2017,14.10000000,200.00000000,,2.6000000000,,0.392000,,,,,,,0.460000,,,,
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L",266.9611667,-33.9350444,"Microlensing","OGLE",2022,14.10000000,181.16219199,,3.4900000000,,0.355000,,,,,,,0.520000,,,,"M"
"OGLE-2014-BLG-0676L b","OGLE-2014-BLG-0676L",268.1020833,-30.5483889,"Microlensing","OGLE",2016,13.00000000,1169.60853776,,4.5300000000,,2.930000,,,,,,,0.730000,,,,
"OGLE-2014-BLG-1722L c","OGLE-2014-BLG-1722L",268.7523800,-31.4690552,"Microlensing","OGLE",2018,11.00000000,83.70000000,,1.7000000000,,0.346000,,,,,,,0.400000,,,,
"OGLE-2015-BLG-1649L b","OGLE-2015-BLG-1649L",271.2050417,-32.6330278,"Microlensing","OGLE",2019,13.20000000,807.00000000,,2.0700000000,,1.930000,,,,,,,0.340000,,,,
"OGLE-2015-BLG-1771L b","OGLE-2015-BLG-1771L",268.7990000,-28.8627500,"Microlensing","OGLE",2020,14.30000000,138.00000000,,0.8500000000,,0.259000,,,,,,,0.077000,,,,
"OGLE-2016-BLG-0263L b","OGLE-2016-BLG-0263L",269.8954160,-31.8186111,"Microlensing","OGLE",2017,13.00000000,1300.00000000,,5.4000000000,,3.250000,,,,,,,0.130000,,,,
"OGLE-2016-BLG-0613L AB b","OGLE-2016-BLG-0613L AB",269.2604060,-28.1161671,"Microlensing","OGLE",2017,13.00000000,1330.00000000,,6.4000000000,,3.330000,,,,,,,0.720000,,,,
"OGLE-2016-BLG-1067L b","OGLE-2016-BLG-1067L",273.2045000,-27.0126389,"Microlensing","OGLE",2019,14.30000000,140.00000000,,1.7000000000,,0.263000,,,,,,,0.300000,,,,
"OGLE-2016-BLG-1195L b","OGLE-2016-BLG-1195L",268.8479310,-30.2072506,"Microlensing","OGLE",2017,1.11000000,1.43000000,,1.1600000000,,5.750000,,,,,,,0.078000,,,,
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L",269.9032083,-30.8653611,"Microlensing","OGLE",2024,13.20000000,823.17557413,,1.8800000000,,1.970000,,,,,,,0.410000,,,,
"OGLE-2017-BLG-0364L b","OGLE-2017-BLG-0364L",265.2278750,-34.6175833,"Microlensing","OGLE",2024,10.30000000,75.80000000,,3.7900000000,,0.381000,,,,,,,0.490000,,,,
"OGLE-2017-BLG-0373L b","OGLE-2017-BLG-0373L",269.3294067,-31.9517231,"Microlensing","OGLE",2018,14.00000000,127.00000000,,2.4240000000,,0.254000,,,,,,,0.248000,,,,
"OGLE-2017-BLG-1237L b","OGLE-2017-BLG-1237L",271.6499583,-28.3288306,"Microlensing","OGLE",2024,13.00000000,1207.74794660,,2.5300000000,,3.020000,,,,,,,0.460000,,,,
"OGLE-2018-BLG-0962L b","OGLE-2018-BLG-0962L",268.1747917,-32.3092500,"Microlensing","OGLE",2021,13.60000000,425.89006538,,3.5900000000,,0.930000,,,,,,,0.540000,,,,
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L",269.0140000,-29.0828889,"Microlensing","OGLE",2019,13.50000000,570.00000000,,1.8000000000,,1.270000,,,,,,,0.180000,,,,
"OGLE-2018-BLG-1119L b","OGLE-2018-BLG-1119L",270.0292500,-32.3752778,"Microlensing","OGLE",2022,13.90000000,289.22385037,,4.0600000000,,0.592000,,,,,,,0.480000,,,,
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",269.6934170,-27.6179444,"Microlensing","OGLE",2020,14.10000000,210.00000000,,4.5100000000,,0.412000,,,,,,,1.110000,,,,
"OGLE-2019-BLG-0960L b","OGLE-2019-BLG-0960L",274.0142917,-25.7746667,"Microlensing","OGLE",2021,1.39000000,2.50000000,,1.9000000000,,5.120000,,,,,,,0.500000,,,,
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",270.0964583,-28.6311389,"Microlensing","OGLE",2022,6.79000000,37.10000000,,2.7000000000,,0.651000,,,,,,,0.680000,,,,
"OGLE-TR-113 b","OGLE-TR-113",163.1010355,-61.4468591,"Transit","OGLE",2004,12.25100000,400.44900000,1.43247520000,0.0228900000,0.000000,1.200000,1342.00,2.10300000,2.0718518,87.80000,4790.00,0.774000,0.779000,0.0900,4.552000,-0.52900,"K4 V"
"OGLE-TR-132 b","OGLE-TR-132",162.6440933,-61.9572476,"Transit","OGLE",2004,13.45000000,375.02000000,1.68986800000,0.0303500000,0.600000,0.850000,2013.00,0.91700000,2.2742400,83.40000,6210.00,1.320000,1.305000,0.3700,4.313000,0.37100,"F5 V"
"OGLE-TR-211 b","OGLE-TR-211",160.0598236,-62.4555353,"Transit","OGLE",2007,15.24400000,327.35100000,3.67724000000,0.0510000000,0.000000,0.420000,1686.00,0.72300000,4.4112000,87.20000,6325.00,1.640000,1.330000,0.1100,4.220000,0.26657,
"PSR J2322-2650 b","PSR J2322-2650",350.6443481,-26.8495331,"Pulsar Timing","Parkes Observatory",2017,13.90000000,252.64306700,0.32296399700,0.0102000000,0.001700,1.840000,,,,,,,1.400000,,,,
"Proxima Cen d","Proxima Cen",217.3934657,-62.6761821,"Radial Velocity","La Silla Observatory",2025,0.69200000,0.26000000,5.12338000000,0.0288100000,0.000000,4.310000,282.00,,,,2900.00,0.141000,0.122100,,5.163720,-2.82102,"M5.5 V"
"Qatar-1 b","Qatar-1",303.3818697,65.1623313,"Transit","Qatar",2010,12.81188700,411.27202000,1.42002420000,0.0233200000,0.000000,1.076000,1418.00,2.14000000,1.6610400,84.08000,5013.00,0.803000,0.838000,0.1710,4.552000,-0.43771,
"Qatar-2 b","Qatar-2",207.6554928,-6.8040714,"Transit","Qatar",2011,14.05600000,792.63500000,1.33711647000,0.0215300000,0.000000,1.573000,1344.00,3.33350000,1.8098160,86.12000,4645.00,0.776000,0.743000,0.0200,4.530000,-0.68320,
"Qatar-5 b","Qatar-5",7.0539375,42.0613451,"Transit","Qatar",2017,12.40836300,1373.02560000,2.87923190000,0.0412700000,0.000000,3.950000,1415.00,1.12600000,2.9088000,88.74000,5747.00,1.076000,1.128000,0.3770,4.427000,0.05614,"G2 V"
"Qatar-7 b","Qatar-7",358.5151344,37.0218242,"Transit","Qatar",2019,19.05530000,597.52040000,2.03204600000,0.0352000000,0.000000,0.502000,2053.00,1.22730057,3.5784000,89.00000,6387.00,1.564000,1.409000,0.2760,4.196000,0.56348,"F4 V"
"RR Cae b","RR Cae",65.2733756,-48.6542601,"Eclipse Timing Variations","Leoncito Astronomical Complex",2012,13.00000000,1334.88600000,4343.50000000000,5.3000000000,0.000000,3.340000,35.94,,,17.60000,3904.00,0.193119,0.440000,,5.076620,-2.10762,"M"
"Ross 508 b","Ross 508",230.9613022,17.4605347,"Radial Velocity","Subaru Telescope",2022,1.83000000,4.00000000,10.77000000000,0.0536600000,0.330000,3.590000,293.86,,,,3071.00,0.211300,0.177400,-0.2000,5.039000,-2.44503,"M4.5 V"
"SR 12 AB c","SR 12 AB",246.8312363,-24.6946687,"Imaging","Infrared Survey Facility",2010,12.30000000,4131.62000000,,,,12.200000,,,,,3828.93,1.103075,,,,-0.62778,
"SWEEPS-4 b","SWEEPS-4",269.7246667,-29.1890556,"Transit","Hubble Space Telescope",2006,9.07900000,1207.70000000,4.20000000000,0.0550000000,,8.870000,,0.50000000,,,,1.180000,1.240000,,,,
"TIC 142589416 b","TIC 142589416",168.2439697,73.8301439,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,2.67899519,7.65000000,2.09518466313,,,2.190000,,,1.3587500,86.70598,4396.27,0.713832,0.641000,,4.673500,-0.88783,
"TIC 160113658 b","TIC 160113658",59.4555606,-41.6320332,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,3.49015778,12.00000000,6.72952262077,,,1.550000,,,2.3227940,88.61162,4817.31,0.789834,0.760000,,4.585600,-0.54309,
"TIC 183374187 b","TIC 183374187",357.6160382,-41.4124228,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,14.03364384,177.98390792,5.05907000000,,0.506000,0.350000,1379.00,,4.3510000,,5768.00,1.344000,0.853000,-0.3900,4.112000,0.23952,
"TIC 198190129 b","TIC 198190129",246.3322839,60.3771414,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,2.92284949,8.87000000,7.94804910667,,,1.950000,,,2.5882759,88.96790,4377.53,0.640675,0.638000,,4.674200,-0.99152,
"TIC 237913194 b","TIC 237913194",22.4458116,-60.7399096,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2020,12.52045300,617.22586000,15.16886500000,0.1207000000,0.575000,1.847000,974.00,0.78185476,2.0633315,87.00000,5788.00,1.088000,1.026000,0.1400,4.376000,0.07773,"G3"
"TIC 24750448 c","TIC 24750448",26.1958598,-68.6447552,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,3.09028272,9.75000000,10.14385270726,,,1.820000,,,3.4281866,88.43480,4545.43,0.713599,0.690000,,4.662400,-0.77210,
"TIC 279401253 b","TIC 279401253",57.6572277,-15.0262251,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2023,11.20898070,1951.46641898,76.80000000000,0.3690000000,0.448000,7.610000,486.37,,,89.59000,5951.00,1.060000,1.130000,0.2000,4.438000,0.09691,
"TIC 290487717 b","TIC 290487717",139.0870563,2.5508053,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,6.63777941,35.70000000,3.40081822900,,,0.671000,,,3.0772025,84.38549,5328.97,0.943767,0.920000,0.0959,4.462200,-0.18410,
"TIC 294329732 b","TIC 294329732",109.1177907,-58.2371507,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,2.07692266,4.97000000,9.75658761810,,,3.050000,,,3.2516091,88.31142,5201.93,0.920172,0.890000,0.2280,4.479600,-0.24856,
"TIC 320419023 b","TIC 320419023",118.0726215,11.8241773,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,2.77280763,8.11000000,5.26375651589,,,2.090000,,,2.9457110,87.59684,5703.36,0.952319,1.056000,,4.376500,-0.01971,
"TIC 38825265 b","TIC 38825265",68.2492759,-65.2039666,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,2.18869476,5.43000000,3.31336980985,,,2.850000,,,1.8494548,86.67564,4375.52,0.664503,0.640000,,4.657300,-0.94114,
"TIC 434398831 b","TIC 434398831",93.9592639,16.0238459,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2025,3.51000000,12.10000000,3.68550400000,0.0464100000,0.040000,1.540000,1250.00,,2.7600000,88.20000,5638.00,0.909000,0.992000,-0.0810,4.420000,-0.14351,"G4 V"
"TIC 434398831 c","TIC 434398831",93.9592639,16.0238459,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2025,5.63000000,27.00000000,6.21029100000,0.0657200000,0.013000,0.831000,1050.00,,3.0400000,87.79000,5638.00,0.909000,0.992000,-0.0810,4.420000,-0.14351,"G4 V"
"TIC 65612701 b","TIC 65612701",310.4738195,36.3388288,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,5.07802804,22.70000000,10.22467974953,,,0.953000,,,6.3976853,88.26641,5692.29,1.737090,1.060000,,4.082800,0.50623,
"TOI-1052 c","TOI-1052",337.5102738,-75.6465606,"Radial Velocity","Multiple Observatories",2023,6.48000000,34.30000000,35.80600000000,0.2263000000,0.237000,0.693000,719.00,,,,6146.00,1.264000,1.204000,0.1400,4.300000,0.38373,
"TOI-1054.01","TOI-1054",302.1141738,-54.3175014,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,2.43432000,6.50000000,15.50778550000,,,2.480000,853.00,0.05130000,4.5650000,,6122.00,1.170000,1.140000,,4.308810,0.23193,
"TOI-1062 b","TOI-1062",38.1209678,-78.0236828,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,2.26500000,10.15000000,4.11296000000,0.0520000000,0.177000,4.850000,1077.00,0.04870000,1.0800000,85.91300,5328.00,0.840000,0.940000,0.1400,4.550000,-0.27446,"G9 V"
"TOI-1062 c","TOI-1062",38.1209678,-78.0236828,"Radial Velocity","La Silla Observatory",2021,3.10000000,9.78000000,7.97200000000,0.0800000000,0.140000,1.800000,859.00,,,,5328.00,0.840000,0.940000,0.1400,4.550000,-0.27446,"G9 V"
"TOI-1105 b","TOI-1105",146.0539694,-89.4715133,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,3.05823658,9.58000000,10.86818410933,,,1.840000,594.00,0.15530000,2.8568849,88.95536,4678.46,0.755833,0.740000,,4.577600,-0.61342,
"TOI-1181 b","TOI-1181",297.2158166,64.3543506,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2022,17.02644168,374.71969185,2.10318900000,0.0364000000,0.011000,0.490000,1942.12,0.71420000,4.1218716,87.00000,6054.00,1.961000,1.467000,0.3800,4.020000,0.64246,"F9 IV"
"TOI-1203 e","TOI-1203",168.2267358,-34.4069371,"Radial Velocity","La Silla Observatory",2025,7.31000000,42.10000000,204.59000000000,,0.152000,0.592000,,,,,5737.00,1.179000,0.886000,-0.3900,4.340000,0.12977,"G3 V"
"TOI-1224 c","TOI-1224",37.1978356,-80.8991053,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2024,2.88400000,8.67000000,17.94546600000,,0.000000,1.990000,303.12,0.54806849,3.0740072,,3326.00,0.404000,0.400000,,4.893000,-1.69680,
"TOI-1226 b","TOI-1226",103.7548364,-69.8671293,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,2.41011120,6.39000000,3.92880881576,,,2.510000,1123.44,0.04859763,1.7153279,88.20342,5434.91,0.986943,1.010000,0.1290,4.413800,-0.04296,
"TOI-1232 b","TOI-1232",116.5013990,-61.8797935,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2026,10.92875618,220.57291446,14.25600000000,0.1170000000,0.065000,0.926000,785.71,0.78996940,4.7250029,89.44000,5823.00,1.072000,1.058000,0.1800,4.403000,0.07298,"G1 V"
"TOI-1244 b","TOI-1244",256.2795590,69.5190930,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2024,2.46700000,6.60000000,6.40031648300,0.0606940000,0.000000,2.660000,714.86,0.10266019,2.2098000,88.74831,4599.00,0.721000,0.730000,0.0340,4.595000,-0.62893,
"TOI-1249 b","TOI-1249",200.5615762,66.3085331,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2024,3.27103010,11.90000000,13.07915100000,0.1090000000,0.000000,1.840000,726.89,0.11430000,3.1451019,,5497.00,0.978500,1.006200,0.2970,4.457000,-0.10127,
"TOI-1260 b","TOI-1260",157.1440712,65.8541986,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,2.41000000,8.56000000,3.12746300000,0.0367000000,0.000000,3.350000,871.00,0.10820000,2.0600000,89.03000,4227.00,0.672000,0.679000,-0.1000,4.570000,-0.88941,"K6 V"
"TOI-1266 d","TOI-1266",197.9965833,65.8336973,"Transit Timing Variations","Transiting Exoplanet Survey Satellite (TESS)",2025,1.74000000,3.68000000,32.50900000000,0.1513000000,0.087000,3.840000,288.00,,,,3563.00,0.423200,0.437000,-0.1090,4.826000,-1.58021,"M2"
"TOI-1278 b","TOI-1278",320.4784442,35.6486250,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,12.21778896,5879.82552950,14.47567000000,0.0950000000,0.013000,18.000000,407.87,0.96185799,1.6182484,88.30000,3799.00,0.573000,0.540000,-0.0100,4.680000,-1.21183,"M0 V"
"TOI-1279 b","TOI-1279",185.0628734,56.2014094,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2024,2.66146528,10.60000000,9.61419000000,0.0850000000,0.000000,3.050000,759.00,0.09336533,2.7649671,,5457.00,0.842600,0.878400,-0.0790,4.529000,-0.24336,
"TOI-128.01","TOI-128",79.5209381,-80.9643840,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2024,2.21898000,5.56000000,4.94046810000,0.0538101900,,2.800000,1344.51,0.04550000,1.9660000,,6086.00,1.130000,0.851969,,4.262690,0.18874,
"TOI-1294 b","TOI-1294",223.0926408,70.4765573,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2024,10.12369881,63.90000000,3.91529200000,0.0510000000,0.000000,0.340000,1392.74,0.33500000,3.0331397,,5718.00,1.556600,1.157800,0.2830,4.119000,0.36847,
"TOI-1296 b","TOI-1296",256.7706392,70.2384806,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,14.11645916,95.30000000,3.94437360000,0.0510000000,0.000000,0.190000,1414.84,0.67324885,4.8636539,88.81000,5567.00,1.703100,1.157600,0.4050,4.035000,0.40157,
